node_id,node_type,label,query__1A4R,query__1E51,query__1F8A,query__1FB1,query__1HTI,query__1HVY,query__1LDJ,query__1OU5,query__1P9O,query__1Q5H,query__1Z5S,query__2J91,query__2OJW,query__2R3V,query__2VE7,query__2WFD,query__3BJU,query__3D4J,query__3ECR,query__3JUS,query__3R2W,query__3S4Y,query__3VBB,query__4JSN,query__4R3Z,query__6C90,query__6GWJ,query__6HKW,reference__1BVL-ASU0-VH_C-VL_D-Ag_A_B,reference__1CT8-ASU0-VH_B-VL_A-Ag_C_D,reference__1MWA-ASU0-VH_B-VL_A-Ag_H_I_P,reference__2IAM-ASU0-VH_D-VL_C-Ag_A_B_P,reference__2OTU-ASU0-VH_D-VL_C-Ag_G_H_Q,reference__3G6J-ASU0-VH_H-VL_G-Ag_C_D,reference__3H3B-ASU0-VH_D-VL_D-Ag_A_B,reference__3LRS-ASU0-VH_E-VL_F-Ag_A_B_C_D,reference__3STB-ASU0-VHH_A-Ag_C_D,reference__3STB-ASU0-VHH_B-Ag_C_D,reference__3ZHD-ASU1-VHH_F-Ag_A_B,reference__4C56-ASU0-VH_H-VL_G-Ag_E_I_K,reference__4DK3-ASU0-VHH_A-Ag_C_D,reference__4DK6-ASU0-VHH_B-Ag_C_D,reference__4DKF-ASU0-VH_H-VL_L-Ag_A_B,reference__4DKF-ASU0-VH_I-VL_M-Ag_A_B,reference__4KRM-ASU0-VHH_D-Ag_C_E,reference__4KRM-ASU0-VHH_L-Ag_I_K,reference__4MAY-ASU0-VH_D-VL_C-Ag_A_B,reference__4PLK-ASU0-VH_D-VL_C-Ag_A_B,reference__4PLK-ASU0-VH_H-VL_L-Ag_A_B,reference__4XVU-ASU0-VH_I-VL_J-Ag_G_H,reference__4XVU-ASU0-VH_K-VL_L-Ag_G_H,reference__5BOP-ASU0-VHH_A-Ag_B_D,reference__5BOP-ASU0-VHH_C-Ag_B_D,reference__5OCL-ASU0-VHH_G-Ag_F_H,reference__5OVW-ASU0-VHH_G-Ag_A_C,reference__5OVW-ASU0-VHH_J-Ag_B_D,reference__5TD8-ASU0-VHH_E-Ag_A_C,reference__5UDD-ASU0-VH_J-VL_P-Ag_A_E,reference__6BPE-ASU0-VH_B-VL_C-Ag_A_D,reference__6DO1-ASU0-VHH_E-Ag_A_B_C,reference__6GKD-ASU0-VHH_G-Ag_F_T,reference__6GKD-ASU0-VHH_H-Ag_F_I_M,reference__6GKD-ASU0-VHH_T-Ag_F_P_R,reference__6OAO-ASU0-VH_J-VL_J-Ag_I_K,reference__6OL7-ASU0-VH_C-VL_B-Ag_D_E,reference__6OL7-ASU0-VH_K-VL_J-Ag_F_I,reference__6SGE-ASU0-VHH_B-Ag_A_C,reference__6SGE-ASU0-VHH_D-Ag_A_C,reference__6TYL-ASU0-VHH_D-Ag_A_F,reference__6TYL-ASU0-VHH_I-Ag_A_F,reference__6V7Z-ASU0-VHH_F-Ag_A_B_C,reference__6X04-ASU0-VHH_F-Ag_B_E_K,reference__6X04-ASU0-VHH_L-Ag_E_H_K,reference__7E9G-ASU0-VHH_E-Ag_R_S,reference__7EO4-ASU0-VH_E-VL_E-Ag_B_C,reference__7F1O-ASU0-VHH_E-Ag_A_B,reference__7K7H-ASU0-VH_H-VL_L-Ag_A_C,reference__7K7I-ASU0-VH_J-VL_K-Ag_B_E,reference__7K7I-ASU0-VH_M-VL_N-Ag_A_C,reference__7K7I-ASU0-VH_P-VL_Q-Ag_C_D,reference__7KI1-ASU0-VHH_N-Ag_A_B,reference__7KQY-ASU0-VHH_A-Ag_B_D,reference__7LJB-ASU0-VH_E-VL_D-Ag_A_B,reference__7LJB-ASU0-VH_G-VL_F-Ag_A_B,reference__7M7E-ASU0-VH_C-VL_D-Ag_A_B,reference__7M7G-ASU0-VH_C-VL_D-Ag_A_B_E_F,reference__7N0I-ASU0-VHH_J-Ag_C_D,reference__7QHA-ASU0-VHH_C-Ag_A_B,reference__7SAJ-ASU0-VHH_J-Ag_E_I,reference__7T0W-ASU0-VH_G-VL_F-Ag_A_B,reference__7T0Z-ASU0-VH_H-VL_L-Ag_D_E,reference__7WU9-ASU0-VH_S-VL_S-Ag_A_B,reference__8CAF-ASU0-VH_B-VL_A-Ag_F_H,reference__8CAF-ASU0-VH_D-VL_C-Ag_E_G,reference__8DJK-ASU0-VH_H-VL_L-Ag_A_B,reference__8DJM-ASU0-VH_H-VL_L-Ag_A_B,reference__8G2Y-ASU0-VHH_N-Ag_A_B,reference__8H64-ASU0-VHH_D-Ag_C_E,reference__8H64-ASU0-VHH_H-Ag_A_G,reference__8I7W-ASU0-VH_E-VL_E-Ag_B_C,reference__8IM1-ASU0-VHH_H-Ag_C_G,reference__8J7U-ASU0-VH_E-VL_C-Ag_A_B,reference__8J7U-ASU0-VH_F-VL_D-Ag_A_B,reference__8J7V-ASU0-VH_E-VL_C-Ag_A_B,reference__8J7V-ASU0-VH_F-VL_D-Ag_A_B,reference__8J7W-ASU0-VH_E-VL_C-Ag_A_B,reference__8J7W-ASU0-VH_F-VL_D-Ag_A_B,reference__8J80-ASU0-VH_E-VL_C-Ag_A_B,reference__8OQ3-ASU0-VHH_C-Ag_A_D,reference__8PMX-ASU0-VH_H-VL_L-Ag_A_B,reference__8RTF-ASU0-VHH_G-Ag_A_B,reference__8RTF-ASU0-VHH_I-Ag_C_D,reference__8RTF-ASU0-VHH_J-Ag_C_D,reference__8RTF-ASU2-VHH_G-Ag_A_F,reference__8RTF-ASU2-VHH_K-Ag_C_E,reference__8RVR-ASU0-VHH_G-Ag_A_B,reference__8RVR-ASU0-VHH_H-Ag_A_B,reference__8RVR-ASU0-VHH_I-Ag_C_D,reference__8RVR-ASU0-VHH_J-Ag_C_D,reference__8SFZ-ASU0-VHH_B-Ag_D_F,reference__8TEA-ASU0-VH_F-VL_I-Ag_C_D,reference__8TJN-ASU0-VH_C-VL_D-Ag_A_B_E_F,reference__8TJN-ASU0-VH_E-VL_F-Ag_A_B_C_D,reference__8TME-ASU0-VH_H-VL_L-Ag_A_B,reference__8TMH-ASU0-VH_F-VL_G-Ag_A_B,reference__8TMQ-ASU0-VH_H-VL_L-Ag_A_B,reference__8UIO-ASU0-VH_H-VL_L-Ag_A_B,reference__8W5F-ASU0-VH_H-VL_L-Ag_C_c,reference__8Y62-ASU0-VH_E-VL_E-Ag_A_B,reference__8YJ7-ASU0-VH_E-VL_E-Ag_B_C,reference__8ZBI-ASU0-VH_F-VL_F-Ag_B_C,reference__8ZRE-ASU0-VH_h-VL_l-Ag_A_B,reference__9BIF-ASU0-VH_G-VL_I-Ag_E_F,reference__9BIF-ASU0-VH_J-VL_K-Ag_E_F,reference__9C24-ASU0-VH_A-VL_B-Ag_C_D,reference__9C24-ASU0-VH_H-VL_L-Ag_C_D,reference__9E3L-ASU0-VH_G-VL_H-Ag_E_F,reference__9E7L-ASU0-VHH_S-Ag_G_T,reference__9G4E-ASU0-VH_C-VL_D-Ag_A_B,reference__9I5E-ASU0-VHH_N-Ag_A_B,reference__9JKS-ASU0-VH_S-VL_S-Ag_B_C,reference__9MGB-ASU0-VH_k-VL_k-Ag_J_L,reference__9PC6-ASU0-VH_J-VL_I-Ag_A_B_K_L,reference__9PXU-ASU0-VHH_K-Ag_H_L
query__1Z5S,query_target,1Z5S,0.42190,0.48500,0.37110,0.47050,0.47200,0.42500,0.00000,0.49410,0.00000,0.52010,1.00000,0.49590,0.59950,0.50310,0.60990,0.00000,0.38260,0.51340,0.44690,0.46180,0.44370,0.00000,0.40700,0.47530,0.00000,0.43630,0.60260,0.00000,0.40650,0.39680,0.51570,0.38830,0.50710,0.56280,0.00000,0.00000,0.41640,0.41640,0.00000,0.67510,0.00000,0.00000,0.47830,0.47830,0.00000,0.00000,0.00000,0.00000,0.00000,0.54360,0.54360,0.00000,0.00000,0.38550,0.42200,0.42090,0.00000,0.37270,0.00000,0.39300,0.00000,0.39630,0.38750,0.54860,0.39780,0.00000,0.00000,0.00000,0.64310,0.64310,0.38940,0.46010,0.46010,0.41360,0.00000,0.42050,0.39080,0.43910,0.39010,0.40490,0.00000,0.43470,0.00000,0.00000,0.00000,0.42420,0.37640,0.53920,0.53200,0.42510,0.00000,0.43680,0.88020,0.87970,0.00000,0.46140,0.00000,0.00000,0.00000,0.43150,0.54050,0.44800,0.44800,0.48540,0.48540,0.37720,0.37720,0.42830,0.57340,0.00000,0.00000,0.44620,0.44620,0.00000,0.44620,0.46960,0.46960,0.00000,0.00000,0.51870,0.40940,0.40300,0.52870,0.46320,0.45220,0.48790,0.32570,0.41580,0.44540,0.00000,0.00000,0.00000,0.42040,0.42040,0.42720,0.42720,0.40080,0.40140,0.00000,0.41810,0.41990,0.49910,0.46620,0.34530
query__2J91,query_target,2J91,0.37760,0.00000,0.00000,0.00000,0.00000,0.00000,0.45460,0.00000,0.30600,0.00000,0.49590,1.00000,0.00000,0.00000,0.62340,0.00000,0.27480,0.00000,0.00000,0.36190,0.00000,0.32540,0.00000,0.00000,0.35410,0.35010,0.54320,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.31570,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.38750,0.38750,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.39010,0.39010,0.00000,0.00000,0.00000,0.51600,0.31060,0.38790,0.53250,0.00000,0.00000,0.00000,0.46000,0.32930,0.00000,0.00000,0.00000,0.35840,0.35840,0.00000,0.00000,0.00000,0.49060,0.00000,0.32810,0.44520,0.00000,0.00000,0.00000,0.33260,0.00000,0.41440,0.41440,0.33850,0.31690,0.00000,0.49480,0.00000,0.40000,0.38650,0.00000,0.00000,0.00000,0.45830,0.45250,0.00000,0.00000,0.00000,0.00000,0.00000,0.50780,0.50780,0.50100,0.50100,0.42650,0.42650,0.49000,0.31780,0.33930,0.27160,0.26800,0.26800,0.28430,0.28700,0.27480,0.27480,0.00000,0.00000,0.00000,0.00000,0.31330,0.31330,0.43780,0.44030,0.35530,0.00000,0.00000,0.38340,0.35230,0.00000,0.54360,0.60340,0.60340,0.61550,0.61550,0.00000,0.61840,0.37070,0.00000,0.38180,0.44490,0.35300,0.00000
query__2OJW,query_target,2OJW,0.39290,0.00000,0.40140,0.40060,0.40560,0.00000,0.45270,0.32920,0.31170,0.50670,0.59950,0.00000,1.00000,0.31520,0.38370,0.00000,0.34760,0.41180,0.36080,0.00000,0.35850,0.37670,0.00000,0.37470,0.29750,0.00000,0.78830,0.00000,0.57890,0.35100,0.00000,0.45680,0.54240,0.37070,0.00000,0.33560,0.00000,0.00000,0.52760,0.52890,0.44150,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.54450,0.00000,0.00000,0.00000,0.35460,0.00000,0.49920,0.51970,0.49610,0.48670,0.33880,0.53160,0.55140,0.38750,0.38750,0.00000,0.00000,0.38500,0.53640,0.54120,0.29570,0.42900,0.31650,0.00000,0.00000,0.00000,0.00000,0.32230,0.00000,0.00000,0.00000,0.00000,0.36200,0.00000,0.00000,0.35670,0.45370,0.37700,0.33930,0.59770,0.61470,0.00000,0.00000,0.33360,0.32190,0.32600,0.31320,0.35760,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.32450,0.00000,0.00000,0.00000,0.00000,0.00000,0.33480,0.33400,0.33400,0.34430,0.34430,0.35230,0.47070,0.43090,0.38890,0.34670,0.00000,0.36500,0.42690,0.41360,0.31530,0.00000,0.31850,0.00000,0.00000,0.00000,0.00000,0.00000,0.41640,0.55270,0.00000,0.00000,0.33120,0.00000,0.33020,0.50960
query__2R3V,query_target,2R3V,0.00000,0.00000,0.42760,0.36150,0.00000,0.00000,0.00000,0.00000,0.32270,0.00000,0.50310,0.00000,0.31520,1.00000,0.51350,0.39260,0.37330,0.63030,0.00000,0.33240,0.00000,0.00000,0.00000,0.39020,0.34630,0.35520,0.60610,0.00000,0.00000,0.33810,0.34660,0.00000,0.00000,0.00000,0.00000,0.36430,0.43980,0.43980,0.00000,0.36200,0.39490,0.40090,0.48310,0.48310,0.00000,0.00000,0.00000,0.42020,0.42020,0.32490,0.32490,0.44930,0.44930,0.00000,0.00000,0.00000,0.48040,0.28790,0.29800,0.33990,0.41810,0.41810,0.41810,0.35430,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.43470,0.00000,0.00000,0.34300,0.36010,0.35110,0.40920,0.42040,0.41720,0.39560,0.34240,0.00000,0.00000,0.00000,0.34960,0.36470,0.00000,0.38960,0.00000,0.00000,0.00000,0.00000,0.48650,0.54860,0.41110,0.00000,0.34130,0.00000,0.00000,0.38620,0.00000,0.29830,0.29830,0.31020,0.31020,0.29720,0.29720,0.34360,0.31880,0.38310,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.42840,0.33510,0.33510,0.34200,0.36060,0.37230,0.00000,0.47000,0.00000,0.00000,0.34590,0.63330,0.50860,0.50860,0.46560,0.46560,0.51760,0.50450,0.00000,0.41890,0.33660,0.00000,0.38300,0.00000
query__2VE7,query_target,2VE7,0.00000,0.41720,0.00000,0.52260,0.43420,0.00000,0.36330,0.36560,0.48280,0.00000,0.60990,0.62340,0.38370,0.51350,1.00000,0.00000,0.46070,0.00000,0.48270,0.43740,0.00000,0.39690,0.43680,0.00000,0.37890,0.44060,0.45970,0.00000,0.00000,0.00000,0.00000,0.35950,0.26240,0.35450,0.00000,0.30340,0.46030,0.46030,0.00000,0.32270,0.39140,0.49390,0.00000,0.00000,0.00000,0.00000,0.34990,0.41470,0.41470,0.00000,0.00000,0.00000,0.00000,0.00000,0.36260,0.40250,0.79160,0.41990,0.58680,0.47740,0.00000,0.00000,0.00000,0.43420,0.00000,0.00000,0.00000,0.00000,0.44690,0.44690,0.46630,0.35850,0.35850,0.45460,0.37620,0.41420,0.00000,0.60870,0.60710,0.60760,0.40200,0.00000,0.00000,0.00000,0.41500,0.45600,0.47460,0.59580,0.42740,0.38080,0.38830,0.42490,0.48930,0.43350,0.54590,0.54470,0.43230,0.00000,0.00000,0.42390,0.39820,0.41890,0.41890,0.42760,0.42760,0.44560,0.44560,0.38970,0.29290,0.36010,0.35870,0.39990,0.39990,0.38000,0.35470,0.00000,0.00000,0.35840,0.35840,0.42920,0.50000,0.40110,0.40110,0.48460,0.49110,0.47650,0.30060,0.50980,0.41400,0.46130,0.00000,0.51310,0.51670,0.51670,0.47630,0.47630,0.56730,0.00000,0.39160,0.41210,0.41510,0.00000,0.41020,0.00000
query__2WFD,query_target,2WFD,0.37320,0.00000,0.00000,0.28110,0.00000,0.38090,0.51420,0.40710,0.43860,0.45110,0.00000,0.00000,0.00000,0.39260,0.00000,1.00000,0.36710,0.38040,0.00000,0.00000,0.38610,0.00000,0.36300,0.35280,0.34290,0.00000,0.33240,0.00000,0.38140,0.30780,0.00000,0.00000,0.38220,0.00000,0.00000,0.32820,0.46050,0.46050,0.37550,0.00000,0.37320,0.46070,0.00000,0.00000,0.00000,0.00000,0.00000,0.39160,0.39160,0.00000,0.00000,0.00000,0.00000,0.37550,0.00000,0.00000,0.00000,0.31140,0.00000,0.00000,0.37390,0.32860,0.00000,0.00000,0.38520,0.39030,0.35970,0.35970,0.00000,0.00000,0.00000,0.34410,0.34410,0.30450,0.34340,0.36040,0.00000,0.00000,0.00000,0.00000,0.34020,0.34460,0.25450,0.25450,0.00000,0.34850,0.00000,0.00000,0.00000,0.32880,0.00000,0.00000,0.63020,0.41520,0.00000,0.27990,0.36220,0.00000,0.00000,0.00000,0.31480,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.39560,0.31770,0.31460,0.31460,0.31770,0.00000,0.00000,0.00000,0.31930,0.31930,0.00000,0.36540,0.35300,0.31010,0.37370,0.34640,0.30290,0.34990,0.00000,0.33640,0.35060,0.00000,0.00000,0.42610,0.42610,0.40570,0.40570,0.46750,0.00000,0.00000,0.36820,0.33840,0.00000,0.32360,0.32080
query__3BJU,query_target,3BJU,0.43630,0.33790,0.00000,0.40750,0.35890,0.37090,0.32120,0.31730,0.40740,0.42050,0.38260,0.27480,0.34760,0.37330,0.46070,0.36710,1.00000,0.32860,0.00000,0.40800,0.37650,0.42080,0.67310,0.32530,0.32660,0.25170,0.35120,0.00000,0.38640,0.34100,0.43790,0.38420,0.38350,0.30450,0.00000,0.00000,0.81200,0.81200,0.00000,0.40330,0.76500,0.75110,0.00000,0.00000,0.00000,0.00000,0.36330,0.48980,0.48980,0.32650,0.32650,0.00000,0.00000,0.00000,0.00000,0.32440,0.50180,0.26600,0.28880,0.31270,0.41950,0.38680,0.38620,0.29150,0.41520,0.00000,0.43740,0.43740,0.29270,0.29270,0.47280,0.41330,0.41350,0.31960,0.40320,0.41250,0.64880,0.63930,0.64370,0.64330,0.34330,0.29290,0.00000,0.00000,0.00000,0.00000,0.45260,0.33410,0.39400,0.33200,0.32890,0.37110,0.00000,0.00000,0.00000,0.00000,0.41720,0.30410,0.27390,0.33930,0.36490,0.36820,0.36820,0.30590,0.30590,0.30930,0.30930,0.33180,0.31480,0.41290,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.39140,0.59070,0.00000,0.32180,0.43640,0.43120,0.43530,0.00000,0.48910,0.36080,0.32560,0.32620,0.00000,0.45490,0.45490,0.45550,0.45550,0.71660,0.00000,0.00000,0.00000,0.42270,0.00000,0.00000,0.00000
query__3D4J,query_target,3D4J,0.34230,0.00000,0.47360,0.36240,0.39520,0.35820,0.00000,0.00000,0.35490,0.00000,0.51340,0.00000,0.41180,0.63030,0.00000,0.38040,0.32860,1.00000,0.32420,0.00000,0.32860,0.00000,0.00000,0.42700,0.28810,0.32890,0.73050,0.00000,0.49700,0.00000,0.30560,0.00000,0.00000,0.34850,0.00000,0.37950,0.39510,0.39510,0.47740,0.00000,0.41440,0.42800,0.00000,0.00000,0.00000,0.00000,0.00000,0.33230,0.33230,0.00000,0.00000,0.34870,0.34870,0.00000,0.36400,0.00000,0.00000,0.33760,0.28750,0.00000,0.00000,0.00000,0.00000,0.33410,0.00000,0.00000,0.38440,0.38440,0.00000,0.00000,0.44310,0.34740,0.34740,0.33230,0.45860,0.39190,0.49740,0.49670,0.49730,0.49730,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.46140,0.00000,0.00000,0.43540,0.38000,0.39720,0.39720,0.00000,0.34590,0.31330,0.43080,0.00000,0.31500,0.31500,0.00000,0.00000,0.00000,0.00000,0.00000,0.32670,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.31840,0.00000,0.35240,0.35240,0.33870,0.31610,0.33740,0.00000,0.38000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.52630,0.00000,0.00000,0.33810,0.00000,0.00000,0.00000,0.00000
query__3ECR,query_target,3ECR,0.00000,0.33040,0.33260,0.35740,0.33400,0.30740,0.00000,0.00000,0.38230,0.00000,0.44690,0.00000,0.36080,0.00000,0.48270,0.00000,0.00000,0.32420,1.00000,0.30970,0.32540,0.39210,0.31720,0.36270,0.37630,0.38940,0.79750,0.33590,0.00000,0.00000,0.28690,0.27270,0.00000,0.31970,0.00000,0.00000,0.43710,0.43710,0.36930,0.31110,0.43670,0.37930,0.00000,0.00000,0.00000,0.00000,0.29580,0.00000,0.00000,0.00000,0.00000,0.35630,0.35630,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.33930,0.33930,0.33930,0.32460,0.40180,0.00000,0.00000,0.00000,0.00000,0.00000,0.45950,0.32620,0.32620,0.53610,0.44140,0.29180,0.44410,0.41420,0.39490,0.39320,0.31100,0.00000,0.27980,0.27980,0.39720,0.39240,0.42760,0.00000,0.34850,0.00000,0.29650,0.30630,0.00000,0.00000,0.00000,0.00000,0.00000,0.36950,0.37150,0.41510,0.34400,0.31160,0.31160,0.29890,0.29890,0.29820,0.29820,0.31000,0.34550,0.00000,0.33970,0.34790,0.34790,0.33970,0.34790,0.40530,0.40530,0.34770,0.34770,0.34990,0.47470,0.39700,0.39700,0.38210,0.38460,0.38610,0.00000,0.44210,0.31350,0.51470,0.32630,0.00000,0.00000,0.00000,0.00000,0.00000,0.47070,0.00000,0.00000,0.00000,0.00000,0.47480,0.39260,0.00000
query__3JUS,query_target,3JUS,0.36600,0.38710,0.38660,0.39680,0.00000,0.38570,0.25680,0.25900,0.30350,0.00000,0.46180,0.36190,0.00000,0.33240,0.43740,0.00000,0.40800,0.00000,0.30970,1.00000,0.29940,0.00000,0.25770,0.30920,0.33730,0.30080,0.31640,0.00000,0.00000,0.00000,0.28690,0.00000,0.00000,0.25270,0.00000,0.00000,0.00000,0.00000,0.32230,0.28420,0.00000,0.42890,0.44910,0.44910,0.00000,0.00000,0.00000,0.00000,0.00000,0.35240,0.35240,0.00000,0.00000,0.00000,0.00000,0.34200,0.37100,0.37010,0.35020,0.35750,0.38140,0.38140,0.38140,0.36920,0.00000,0.00000,0.35000,0.35000,0.34490,0.34490,0.00000,0.00000,0.00000,0.25280,0.37680,0.35470,0.00000,0.00000,0.37420,0.37420,0.35270,0.00000,0.38650,0.38650,0.29110,0.00000,0.50190,0.39720,0.34150,0.31570,0.35980,0.39510,0.00000,0.00000,0.51190,0.45090,0.00000,0.28540,0.28660,0.34250,0.34630,0.36140,0.36140,0.35520,0.35520,0.36040,0.36040,0.33970,0.33250,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.34470,0.35660,0.30070,0.30070,0.30380,0.00000,0.33330,0.00000,0.00000,0.32680,0.00000,0.45210,0.56670,0.45220,0.45220,0.46710,0.46710,0.42450,0.00000,0.00000,0.00000,0.35020,0.43720,0.00000,0.00000
query__3R2W,query_target,3R2W,0.00000,0.39340,0.00000,0.34020,0.37030,0.34030,0.35500,0.32160,0.46190,0.00000,0.44370,0.00000,0.35850,0.00000,0.00000,0.38610,0.37650,0.32860,0.32540,0.29940,1.00000,0.45780,0.37040,0.35920,0.37820,0.34480,0.62770,0.00000,0.44080,0.36010,0.30790,0.39220,0.48830,0.30910,0.31680,0.34060,0.47360,0.47360,0.40860,0.33970,0.50140,0.53180,0.00000,0.00000,0.35060,0.34880,0.33930,0.36220,0.36220,0.39370,0.39370,0.59360,0.59360,0.48750,0.36040,0.36210,0.00000,0.32460,0.00000,0.38800,0.38750,0.39740,0.39570,0.29250,0.38280,0.46880,0.56690,0.56690,0.00000,0.00000,0.35310,0.40200,0.39420,0.00000,0.43920,0.00000,0.40010,0.42250,0.41100,0.41100,0.31040,0.33520,0.00000,0.00000,0.00000,0.41610,0.40520,0.00000,0.35830,0.28750,0.32900,0.29300,0.49070,0.63450,0.00000,0.31380,0.35660,0.00000,0.00000,0.44490,0.36330,0.33050,0.33050,0.00000,0.00000,0.00000,0.00000,0.27070,0.31050,0.00000,0.31780,0.33620,0.33620,0.31340,0.30950,0.32510,0.32510,0.33070,0.33070,0.38010,0.43280,0.40120,0.40120,0.00000,0.33840,0.00000,0.35530,0.00000,0.00000,0.41220,0.31000,0.00000,0.39910,0.39910,0.36100,0.36100,0.44950,0.46890,0.00000,0.00000,0.55110,0.00000,0.39230,0.33230
query__3S4Y,query_target,3S4Y,0.00000,0.42130,0.00000,0.00000,0.36490,0.00000,0.00000,0.00000,0.57200,0.37810,0.00000,0.32540,0.37670,0.00000,0.39690,0.00000,0.42080,0.00000,0.39210,0.00000,0.45780,1.00000,0.32270,0.00000,0.41650,0.41820,0.00000,0.40430,0.37630,0.30770,0.32820,0.38840,0.34220,0.00000,0.38760,0.00000,0.00000,0.00000,0.33680,0.37370,0.34320,0.00000,0.32360,0.32360,0.35570,0.39890,0.38900,0.35360,0.35360,0.47660,0.47660,0.60570,0.60570,0.40600,0.38420,0.38190,0.00000,0.00000,0.00000,0.31650,0.44300,0.44300,0.44300,0.00000,0.43850,0.45690,0.47410,0.47410,0.45180,0.45180,0.41680,0.37160,0.37160,0.40840,0.45520,0.44480,0.00000,0.00000,0.00000,0.00000,0.00000,0.28810,0.00000,0.00000,0.44800,0.46010,0.00000,0.44860,0.29020,0.40400,0.36170,0.48570,0.00000,0.43610,0.00000,0.34100,0.49310,0.00000,0.00000,0.45700,0.31410,0.34240,0.34240,0.35750,0.35750,0.40860,0.40860,0.39180,0.34590,0.34960,0.46530,0.59440,0.59440,0.47350,0.59440,0.58170,0.58170,0.59520,0.59520,0.29160,0.00000,0.44050,0.44050,0.00000,0.35270,0.00000,0.00000,0.35420,0.48220,0.40720,0.46250,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.36470,0.29160,0.49150,0.48580,0.00000,0.45580,0.00000
query__3VBB,query_target,3VBB,0.33780,0.31570,0.00000,0.47330,0.00000,0.38290,0.26270,0.32250,0.46630,0.46880,0.40700,0.00000,0.00000,0.00000,0.43680,0.36300,0.67310,0.00000,0.31720,0.25770,0.37040,0.32270,1.00000,0.29610,0.29760,0.00000,0.32090,0.00000,0.47290,0.37660,0.27380,0.43050,0.36850,0.00000,0.00000,0.34530,0.41020,0.41020,0.43480,0.42140,0.00000,0.45450,0.59330,0.59330,0.00000,0.00000,0.43190,0.40540,0.40540,0.00000,0.00000,0.35260,0.35260,0.36930,0.00000,0.31990,0.57540,0.34420,0.36780,0.45740,0.45250,0.41770,0.41770,0.26100,0.42160,0.55410,0.35650,0.35650,0.27960,0.27960,0.41130,0.52970,0.53980,0.31870,0.46390,0.35540,0.00000,0.00000,0.00000,0.00000,0.30140,0.48630,0.40290,0.40290,0.29110,0.33330,0.00000,0.55020,0.41110,0.34880,0.35630,0.51660,0.62140,0.61390,0.39520,0.39720,0.38130,0.00000,0.00000,0.43700,0.40370,0.57440,0.57440,0.39590,0.39590,0.69830,0.69830,0.36710,0.00000,0.40640,0.26940,0.00000,0.00000,0.26940,0.00000,0.30960,0.30960,0.27400,0.27400,0.40880,0.45870,0.31920,0.27980,0.56200,0.56930,0.52790,0.34960,0.45600,0.37290,0.00000,0.47620,0.57830,0.55160,0.55160,0.68440,0.68440,0.00000,0.69830,0.33160,0.00000,0.35260,0.43780,0.31920,0.39500
query__4JSN,query_target,4JSN,0.00000,0.37230,0.00000,0.36290,0.00000,0.37500,0.30840,0.47330,0.00000,0.43360,0.47530,0.00000,0.37470,0.39020,0.00000,0.35280,0.32530,0.42700,0.36270,0.30920,0.35920,0.00000,0.29610,1.00000,0.26260,0.35530,0.47140,0.00000,0.38780,0.30610,0.32810,0.36980,0.48090,0.34470,0.00000,0.32650,0.43360,0.43360,0.42990,0.45960,0.46720,0.43380,0.00000,0.00000,0.00000,0.00000,0.50090,0.35080,0.35080,0.46480,0.46480,0.39890,0.39890,0.37160,0.00000,0.00000,0.45050,0.32240,0.27440,0.42990,0.39270,0.38360,0.38360,0.35850,0.33960,0.41920,0.00000,0.00000,0.52610,0.52610,0.49170,0.71620,0.71620,0.33650,0.90860,0.91570,0.36430,0.36730,0.36680,0.35650,0.91420,0.33020,0.00000,0.00000,0.00000,0.32630,0.00000,0.43070,0.36720,0.32670,0.34740,0.91570,0.50390,0.43940,0.41320,0.33850,0.91340,0.00000,0.00000,0.91250,0.36480,0.30680,0.30680,0.33510,0.33510,0.41440,0.41440,0.43660,0.34240,0.36190,0.35230,0.35910,0.35910,0.35220,0.35890,0.35320,0.35320,0.36030,0.36030,0.35880,0.48780,0.31450,0.31000,0.41950,0.47090,0.39990,0.31910,0.43890,0.91560,0.00000,0.90570,0.00000,0.00000,0.00000,0.00000,0.00000,0.40810,0.35720,0.00000,0.00000,0.91500,0.00000,0.32990,0.34380
