Yeast_ORF,Human_ENSP,Human_Entrez,Human_Symbol,Human_GeneDescription,Final CompStatus,Final ToxStatus,Tet-down CompStatus,TS CompStatus,MM CompStatus,Tetrad CompStatus,Assay CompStatus,Lit CompStatus,Literature PMID,resolved_ensembl_gene_id,mapping_status,opentargets_status,ot_n_associated_diseases_total,ot_top_diseases,ot_top_datatypes,ot_top_datasources,disease_relevance_paragraph,opentargets_target_url,mapping_source_url,subcellular_localisation,opentargets_query_ok,notes
YLR340W,ENSP00000376299,6175,RPLP0,"ribosomal protein, large, P0",Complement,,,,Complement,Complement,Complement,,,ENSG00000089157,OK,OK,226.0,Duchenne muscular dystrophy (0.503); influenza (0.463); cystic fibrosis (0.381),known_drug (1.453); affected_pathway (0.760),chembl (1.453); reactome (0.760),RPLP0 shows the strongest Open Targets disease associations with Duchenne muscular dystrophy (score 0.503) and influenza (score 0.463). Evidence is driven primarily by known_drug and affected_pathway. Top contributing sources include chembl and reactome.,https://platform.opentargets.org/target/ENSG00000089157,https://mygene.info/v3/gene/6175,nucleus; cytoplasm; cytosol; ribosome; focal adhesion,True,
YLR359W,ENSP00000390107,158,ADSL,adenylosuccinate lyase,Complement,,,,Complement,Complement,Complement,,,ENSG00000239900,OK,OK,514.0,adenylosuccinate lyase deficiency (0.854); neurodegenerative disease (0.528); genetic disorder (0.484),genetic_association (1.737); affected_pathway (0.865),eva (1.739); uniprot_variants (0.978),ADSL shows the strongest Open Targets disease associations with adenylosuccinate lyase deficiency (score 0.854) and neurodegenerative disease (score 0.528). Evidence is driven primarily by genetic_association and affected_pathway. Top contributing sources include eva and uniprot_variants.,https://platform.opentargets.org/target/ENSG00000239900,https://mygene.info/v3/gene/158,cytosol; protein-containing complex,True,
YML069W,ENSP00000278412,6749,SSRP1,structure specific recognition protein 1,Complement,,,Complement,Complement,,Complement,,,ENSG00000149136,OK,OK,108.0,HIV infection (0.584); aging (0.254); hepatocellular carcinoma (0.103),affected_pathway (0.961); literature (0.862),reactome (0.961); europepmc (0.862),SSRP1 shows the strongest Open Targets disease associations with HIV infection (score 0.584) and aging (score 0.254). Evidence is driven primarily by affected_pathway and literature. Top contributing sources include reactome and europepmc.,https://platform.opentargets.org/target/ENSG00000149136,https://mygene.info/v3/gene/6749,nucleus; nucleoplasm; chromosome; nucleolus; FACT complex,True,
YML077W,ENSP00000302783,58485,TRAPPC1,trafficking protein particle complex 1,Complement,,,,Complement,Complement,Complement,Complement,10582700,ENSG00000170043,OK,OK,23.0,neurodegenerative disease (0.536); Testicular regression syndrome (0.038); hypogonadotropic hypogonadism 11 with or without anosmia (0.035),affected_pathway (0.882); animal_model (0.602),crispr_screen (0.882); impc (0.602),TRAPPC1 shows the strongest Open Targets disease associations with neurodegenerative disease (score 0.536) and Testicular regression syndrome (score 0.038). Evidence is driven primarily by affected_pathway and animal_model. Top contributing sources include crispr_screen and impc.,https://platform.opentargets.org/target/ENSG00000170043,https://mygene.info/v3/gene/58485,extracellular region; cytoplasm; endoplasmic reticulum; Golgi apparatus; cytosol,True,
YMR013C,ENSP00000361667,22845,DOLK,dolichol kinase,Complement,,,Complement,Complement,,Complement,Complement,14652022,ENSG00000175283,OK,OK,51.0,DK1-congenital disorder of glycosylation (0.815); congenital disorder of glycosylation (0.597); Abnormality of the cardiovascular system (0.521),genetic_association (1.723); genetic_literature (1.617),genomics_england (1.756); eva (1.752),DOLK shows the strongest Open Targets disease associations with DK1-congenital disorder of glycosylation (score 0.815) and congenital disorder of glycosylation (score 0.597). Evidence is driven primarily by genetic_association and genetic_literature. Top contributing sources include genomics_england and eva.,https://platform.opentargets.org/target/ENSG00000175283,https://mygene.info/v3/gene/22845,nucleolus; endoplasmic reticulum membrane,True,
YMR093W,ENSP00000421669,84135,UTP15,"UTP15, U3 small nucleolar ribonucleoprotein, homolog (S. cerevisiae)",Complement,,Complement,,Non complement,,Complement,,,ENSG00000164338,OK,OK,19.0,neurodegenerative disease (0.354); lysosomal storage disease (0.251); Parkinson disease (0.251),affected_pathway (1.407),crispr_screen (1.407),UTP15 shows the strongest Open Targets disease associations with neurodegenerative disease (score 0.354) and lysosomal storage disease (score 0.251). Evidence is driven primarily by affected_pathway. Top contributing sources include crispr_screen.,https://platform.opentargets.org/target/ENSG00000164338,https://mygene.info/v3/gene/84135,fibrillar center; nucleoplasm; nucleolus; cytoplasm; small-subunit processome,True,
YMR208W,ENSP00000228510,4598,MVK,mevalonate kinase,Complement,,Complement,,Complement,Complement,Complement,,,ENSG00000110921,OK,OK,499.0,hyperimmunoglobulinemia D with periodic fever (0.847); mevalonic aciduria (0.839); disseminated superficial actinic porokeratosis (0.667),genetic_association (2.728); genetic_literature (1.722),eva (2.834); genomics_england (1.905),MVK shows the strongest Open Targets disease associations with hyperimmunoglobulinemia D with periodic fever (score 0.847) and mevalonic aciduria (score 0.839). Evidence is driven primarily by genetic_association and genetic_literature. Top contributing sources include eva and genomics_england.,https://platform.opentargets.org/target/ENSG00000110921,https://mygene.info/v3/gene/4598,cytoplasm; peroxisome; cytosol,True,
YMR235C,ENSP00000385866,5905,RANGAP1,Ran GTPase activating protein 1,Complement,,Non complement,Complement,Complement,,Complement,,,ENSG00000100401,OK,OK,126.0,HIV infection (0.370); smoking cessation (0.368); ovarian neoplasm (0.289),genetic_association (1.080); affected_pathway (0.608),gwas_credible_sets (1.080); reactome (0.608),RANGAP1 shows the strongest Open Targets disease associations with HIV infection (score 0.370) and smoking cessation (score 0.368). Evidence is driven primarily by genetic_association and affected_pathway. Top contributing sources include gwas_credible_sets and reactome.,https://platform.opentargets.org/target/ENSG00000100401,https://mygene.info/v3/gene/5905,kinetochore; nucleus; nuclear envelope; nuclear pore; nucleoplasm,True,
YMR281W,ENSP00000225609,9487,PIGL,"phosphatidylinositol glycan anchor biosynthesis, class L",Complement,,,,Complement,,Complement,,,ENSG00000108474,OK,OK,47.0,CHIME syndrome (0.802); syndromic intellectual disability (0.453); hyperphosphatasia-intellectual disability syndrome (0.435),genetic_association (1.931); genetic_literature (1.468),eva (1.859); orphanet (1.216),PIGL shows the strongest Open Targets disease associations with CHIME syndrome (score 0.802) and syndromic intellectual disability (score 0.453). Evidence is driven primarily by genetic_association and genetic_literature. Top contributing sources include eva and orphanet.,https://platform.opentargets.org/target/ENSG00000108474,https://mygene.info/v3/gene/9487,endoplasmic reticulum; endoplasmic reticulum membrane,True,
YMR296C,ENSP00000262554,10558,SPTLC1,"serine palmitoyltransferase, long chain base subunit 1",Complement,Toxic,Non complement,Complement,Non complement,,Complement,,,ENSG00000090054,OK,OK,163.0,"neuropathy, hereditary sensory and autonomic, type 1A (0.673); hereditary sensory and autonomic neuropathy type 1 (0.667); Charcot-Marie-Tooth disease (0.582)",genetic_association (2.457); genetic_literature (2.258),eva (2.510); genomics_england (2.258),"SPTLC1 shows the strongest Open Targets disease associations with neuropathy, hereditary sensory and autonomic, type 1A (score 0.673) and hereditary sensory and autonomic neuropathy type 1 (score 0.667). Evidence is driven primarily by genetic_association and genetic_literature. Top contributing sources include eva and genomics_england.",https://platform.opentargets.org/target/ENSG00000090054,https://mygene.info/v3/gene/10558,endoplasmic reticulum; endoplasmic reticulum membrane; serine palmitoyltransferase complex; cytoplasmic side of endoplasmic reticulum membrane,True,
YMR314W,ENSP00000414359,5682,PSMA1,"proteasome (prosome, macropain) subunit, alpha type, 1",Complement,,Complement,,Complement,Complement,Complement,,,ENSG00000129084,OK,OK,169.0,HIV infection (0.462); premature birth (0.315); type 2 diabetes mellitus (0.281),genetic_association (0.980); affected_pathway (0.760),gwas_credible_sets (0.980); reactome (0.760),PSMA1 shows the strongest Open Targets disease associations with HIV infection (score 0.462) and premature birth (score 0.315). Evidence is driven primarily by genetic_association and affected_pathway. Top contributing sources include gwas_credible_sets and reactome.,https://platform.opentargets.org/target/ENSG00000129084,https://mygene.info/v3/gene/5682,proteasome complex; nucleus; nucleoplasm; cytoplasm; cytosol,True,
YNL006W,ENSP00000301724,64223,MLST8,"MTOR associated protein, LST8 homolog (S. cerevisiae)",Complement,,,Complement,Non complement,,Complement,,,ENSG00000167965,OK,OK,91.0,neurodegenerative disease (0.444); Abnormality of the skeletal system (0.293); neoplasm (0.105),literature (0.785); affected_pathway (0.730),europepmc (0.785); crispr_screen (0.730),MLST8 shows the strongest Open Targets disease associations with neurodegenerative disease (score 0.444) and Abnormality of the skeletal system (score 0.293). Evidence is driven primarily by literature and affected_pathway. Top contributing sources include europepmc and crispr_screen.,https://platform.opentargets.org/target/ENSG00000167965,https://mygene.info/v3/gene/64223,nucleoplasm; cytoplasm; lysosomal membrane; cytosol; TORC1 complex,True,
YNL061W,ENSP00000371858,4839,NOP2,NOP2 nucleolar protein,Complement,,Non complement,Complement,,,Complement,,,ENSG00000111641,OK,OK,226.0,neurodegenerative disease (0.274); neoplasm (0.108); nonpapillary renal cell carcinoma (0.097),literature (1.717); affected_pathway (0.448),europepmc (1.717); crispr_screen (0.448),NOP2 shows the strongest Open Targets disease associations with neurodegenerative disease (score 0.274) and neoplasm (score 0.108). Evidence is driven primarily by literature and affected_pathway. Top contributing sources include europepmc and crispr_screen.,https://platform.opentargets.org/target/ENSG00000111641,https://mygene.info/v3/gene/4839,nucleus; nucleoplasm; nucleolus,True,
YNL118C,ENSP00000373715,167227,DCP2,decapping mRNA 2,Complement,,Non complement,Complement,Non complement,,Complement,,,ENSG00000172795,OK,OK,83.0,neurodegenerative disease (0.544); lysosomal storage disease (0.370); hypertension (0.198),affected_pathway (1.503); genetic_association (0.325),crispr_screen (1.503); gwas_credible_sets (0.325),DCP2 shows the strongest Open Targets disease associations with neurodegenerative disease (score 0.544) and lysosomal storage disease (score 0.370). Evidence is driven primarily by affected_pathway and genetic_association. Top contributing sources include crispr_screen and gwas_credible_sets.,https://platform.opentargets.org/target/ENSG00000172795,https://mygene.info/v3/gene/167227,P-body; nucleus; cytoplasm; cytosol; RISC complex,True,
YNL124W,ENSP00000274054,92345,NAF1,nuclear assembly factor 1 ribonucleoprotein,Complement,,Non complement,,Complement,,Complement,,,ENSG00000145414,OK,OK,91.0,"pulmonary fibrosis and/or bone marrow failure syndrome, telomere-related, 7 (0.570); neurodegenerative disease (0.518); dyskeratosis congenita (0.463)",genetic_literature (1.368); affected_pathway (0.851),crispr_screen (0.851); genomics_england (0.760),"NAF1 shows the strongest Open Targets disease associations with pulmonary fibrosis and/or bone marrow failure syndrome, telomere-related, 7 (score 0.570) and neurodegenerative disease (score 0.518). Evidence is driven primarily by genetic_literature and affected_pathway. Top contributing sources include crispr_screen and genomics_england.",https://platform.opentargets.org/target/ENSG00000145414,https://mygene.info/v3/gene/92345,nucleus; nucleoplasm; sno(s)RNA-containing ribonucleoprotein complex; cytoplasm; cytosol,True,
YNL132W,ENSP00000257829,55226,NAT10,N-acetyltransferase 10 (GCN5-related),Complement,,Complement,,Non complement,,Complement,,,ENSG00000135372,OK,OK,1403.0,neurodegenerative disease (0.467); chronic venous hypertension (0.301); insomnia (0.146),affected_pathway (0.760); genetic_association (0.734),crispr_screen (0.760); gwas_credible_sets (0.734),NAT10 shows the strongest Open Targets disease associations with neurodegenerative disease (score 0.467) and chronic venous hypertension (score 0.301). Evidence is driven primarily by affected_pathway and genetic_association. Top contributing sources include crispr_screen and gwas_credible_sets.,https://platform.opentargets.org/target/ENSG00000135372,https://mygene.info/v3/gene/55226,"chromosome, telomeric region; nucleus; nucleoplasm; telomerase holoenzyme complex; nucleolus",True,
YNL247W,ENSP00000369897,833,CARS,cysteinyl-tRNA synthetase,Complement,,Non complement,,Complement,Complement,Complement,,,ENSG00000278191,OK,OT_NO_DATA,,,,,Open Targets does not report target–disease associations for CARS in the queried dataset.,https://platform.opentargets.org/target/ENSG00000278191,https://mygene.info/v3/gene/833,cytoplasm; cytosol,False,
YNL267W,ENSP00000357869,5298,PI4KB,"phosphatidylinositol 4-kinase, catalytic, beta",Complement,,Non complement,Complement,Non complement,,Complement,,,ENSG00000143393,OK,OK,55.0,neurodegenerative disease (0.573); Alzheimer disease (0.499); multiple sclerosis (0.499),affected_pathway (2.586),crispr_screen (2.586),PI4KB shows the strongest Open Targets disease associations with neurodegenerative disease (score 0.573) and Alzheimer disease (score 0.499). Evidence is driven primarily by affected_pathway. Top contributing sources include crispr_screen.,https://platform.opentargets.org/target/ENSG00000143393,https://mygene.info/v3/gene/5298,Golgi membrane; cytoplasm; mitochondrial outer membrane; endosome; Golgi apparatus,True,
YNL287W,ENSP00000462407,22820,COPG1,"coatomer protein complex, subunit gamma 1",Complement,,,Complement,Complement,,Complement,,,ENSG00000181789,OK,OK,104.0,neurodegenerative disease (0.491); Alzheimer disease (0.465); multiple sclerosis (0.464),affected_pathway (2.327); literature (0.097),crispr_screen (2.327); europepmc (0.097),COPG1 shows the strongest Open Targets disease associations with neurodegenerative disease (score 0.491) and Alzheimer disease (score 0.465). Evidence is driven primarily by affected_pathway and literature. Top contributing sources include crispr_screen and europepmc.,https://platform.opentargets.org/target/ENSG00000181789,https://mygene.info/v3/gene/22820,Golgi membrane; cytoplasm; endoplasmic reticulum; endoplasmic reticulum membrane; endoplasmic reticulum-Golgi intermediate compartment,True,
YNL290W,ENSP00000408295,5985,RFC5,"replication factor C (activator 1) 5, 36.5kDa",Complement,,,,Complement,,Complement,,,ENSG00000111445,OK,OK,167.0,prostate carcinoma (0.333); poisoning (0.302); neurodegenerative disease (0.154),genetic_association (1.046); affected_pathway (0.253),gwas_credible_sets (1.046); crispr_screen (0.253),RFC5 shows the strongest Open Targets disease associations with prostate carcinoma (score 0.333) and poisoning (score 0.302). Evidence is driven primarily by genetic_association and affected_pathway. Top contributing sources include gwas_credible_sets and crispr_screen.,https://platform.opentargets.org/target/ENSG00000111445,https://mygene.info/v3/gene/5985,nucleus; nucleoplasm; DNA replication factor C complex; chromosome; Rad17 RFC-like complex,True,
YNR003C,ENSP00000366828,10621,POLR3F,"polymerase (RNA) III (DNA directed) polypeptide F, 39 kDa",Complement,,,Complement,Non complement,,Complement,,,ENSG00000132664,OK,OK,21.0,immunodeficiency 101 (varicella zoster virus-specific) (0.429); atrial fibrillation (0.028); neoplasm (0.023),genetic_association (0.584); genetic_literature (0.304),eva (0.596); uniprot_variants (0.304),POLR3F shows the strongest Open Targets disease associations with immunodeficiency 101 (varicella zoster virus-specific) (score 0.429) and atrial fibrillation (score 0.028). Evidence is driven primarily by genetic_association and genetic_literature. Top contributing sources include eva and uniprot_variants.,https://platform.opentargets.org/target/ENSG00000132664,https://mygene.info/v3/gene/10621,DNA-directed RNA polymerase complex; nucleus; nucleoplasm; RNA polymerase III complex; cytoplasm,True,
YNR043W,ENSP00000301012,4597,MVD,mevalonate (diphospho) decarboxylase,Complement,,,,Complement,,Complement,,,ENSG00000167508,OK,OK,90.0,"disseminated superficial actinic porokeratosis (0.799); porokeratosis 7, multiple types (0.595); neurodegenerative disease (0.547)",genetic_literature (1.567); genetic_association (0.902),genomics_england (1.655); uniprot_variants (0.947),"MVD shows the strongest Open Targets disease associations with disseminated superficial actinic porokeratosis (score 0.799) and porokeratosis 7, multiple types (score 0.595). Evidence is driven primarily by genetic_literature and genetic_association. Top contributing sources include genomics_england and uniprot_variants.",https://platform.opentargets.org/target/ENSG00000167508,https://mygene.info/v3/gene/4597,cytoplasm; peroxisome; cytosol,True,
YNR046W,ENSP00000438349,51504,TRMT112,tRNA methyltransferase 11-2 homolog (S. cerevisiae),Complement,,,,Complement,Non complement,Complement,,,ENSG00000173113,OK,OK,43.0,neurodegenerative disease (0.174); multiple sclerosis (0.104); neoplasm (0.043),literature (0.353); affected_pathway (0.286),europepmc (0.353); crispr_screen (0.286),TRMT112 shows the strongest Open Targets disease associations with neurodegenerative disease (score 0.174) and multiple sclerosis (score 0.104). Evidence is driven primarily by literature and affected_pathway. Top contributing sources include europepmc and crispr_screen.,https://platform.opentargets.org/target/ENSG00000173113,https://mygene.info/v3/gene/51504,nucleus; nucleoplasm; cytoplasm; cytosol; protein-containing complex,True,
YNR053C,ENSP00000362153,29889,GNL2,guanine nucleotide binding protein-like 2 (nucleolar),Complement,Toxic,Non complement,Complement,Non complement,Non complement,Complement,,,ENSG00000134697,OK,OK,79.0,neurodegenerative disease (0.459); hyperpituitarism (0.275); open-angle glaucoma (0.245),genetic_association (0.855); affected_pathway (0.756),gwas_credible_sets (0.855); crispr_screen (0.756),GNL2 shows the strongest Open Targets disease associations with neurodegenerative disease (score 0.459) and hyperpituitarism (score 0.275). Evidence is driven primarily by genetic_association and affected_pathway. Top contributing sources include gwas_credible_sets and crispr_screen.,https://platform.opentargets.org/target/ENSG00000134697,https://mygene.info/v3/gene/29889,nucleus; nucleolus; membrane,True,
YOL069W,ENSP00000356875,83540,NUF2,"NUF2, NDC80 kinetochore complex component",Complement,,Complement,Non complement,Non complement,,Complement,,,ENSG00000143228,OK,OK,184.0,prostate carcinoma (0.396); Microcephaly (0.343); microcephaly (0.340),genetic_association (1.770); literature (0.090),eva (1.119); gwas_credible_sets (0.651),NUF2 shows the strongest Open Targets disease associations with prostate carcinoma (score 0.396) and Microcephaly (score 0.343). Evidence is driven primarily by genetic_association and literature. Top contributing sources include eva and gwas_credible_sets.,https://platform.opentargets.org/target/ENSG00000143228,https://mygene.info/v3/gene/83540,kinetochore; outer kinetochore; nucleus; nucleoplasm; cytosol,True,
YOL097C,ENSP00000376620,7453,WARS,tryptophanyl-tRNA synthetase,Complement,,Complement,,Complement,,Complement,Complement,12423761,ENSG00000140105,OK,OK,297.0,"neurodevelopmental disorder with microcephaly and speech delay, with or without brain abnormalities (0.528); distal hereditary motor neuropathy (0.376); complex neurodevelopmental disorder (0.370)",genetic_association (1.276); genetic_literature (0.732),eva (0.732); gene2phenotype (0.614),"WARS shows the strongest Open Targets disease associations with neurodevelopmental disorder with microcephaly and speech delay, with or without brain abnormalities (score 0.528) and distal hereditary motor neuropathy (score 0.376). Evidence is driven primarily by genetic_association and genetic_literature. Top contributing sources include eva and gene2phenotype.",https://platform.opentargets.org/target/ENSG00000140105,https://mygene.info/v3/gene/7453,nucleus; cytoplasm; cytosol; protein-containing complex; extracellular exosome,True,
YOL133W,ENSP00000216225,9978,RBX1,"ring-box 1, E3 ubiquitin protein ligase",Complement,,,,Complement,Complement,Complement,,,ENSG00000100387,OK,OK,276.0,multiple myeloma (0.617); myelodysplastic syndrome (0.550); cancer (0.539),known_drug (2.064); literature (1.263),chembl (2.064); europepmc (1.263),RBX1 shows the strongest Open Targets disease associations with multiple myeloma (score 0.617) and myelodysplastic syndrome (score 0.550). Evidence is driven primarily by known_drug and literature. Top contributing sources include chembl and europepmc.,https://platform.opentargets.org/target/ENSG00000100387,https://mygene.info/v3/gene/9978,nucleotide-excision repair complex; nucleus; nucleoplasm; cytoplasm; centrosome,True,
YOR074C,ENSP00000315644,494514,TYMSOS,TYMS opposite strand,Complement,,,Complement,,,Complement,,,,NO_ENSEMBL,OT_NOT_QUERIED,,,,,Open Targets does not report target–disease associations for TYMSOS in the queried dataset.,,https://mygene.info/v3/gene/494514,,False,No ENSG found under ensembl.gene
YOR095C,ENSP00000283646,22934,RPIA,ribose 5-phosphate isomerase A,Complement,,,,Complement,Complement,Complement,,,ENSG00000153574,OK,OK,93.0,ribose-5-P isomerase deficiency (0.767); Disorder of carbohydrate metabolism (0.462); genetic disorder (0.413),genetic_association (1.476); genetic_literature (0.821),eva (1.544); genomics_england (0.898),RPIA shows the strongest Open Targets disease associations with ribose-5-P isomerase deficiency (score 0.767) and Disorder of carbohydrate metabolism (score 0.462). Evidence is driven primarily by genetic_association and genetic_literature. Top contributing sources include eva and genomics_england.,https://platform.opentargets.org/target/ENSG00000153574,https://mygene.info/v3/gene/22934,cytoplasm; mitochondrion; cytosol,True,
YOR117W,ENSP00000298852,5702,PSMC3,"proteasome (prosome, macropain) 26S subunit, ATPase, 3",Complement,,,,Complement,,Complement,Complement,7754704,ENSG00000165916,OK,OK,96.0,Neurodevelopmental disorder (0.645); neurodegenerative disease (0.523); HIV infection (0.462),affected_pathway (1.621); genetic_literature (0.748),crispr_screen (0.861); genomics_england (0.859),PSMC3 shows the strongest Open Targets disease associations with Neurodevelopmental disorder (score 0.645) and neurodegenerative disease (score 0.523). Evidence is driven primarily by affected_pathway and genetic_literature. Top contributing sources include crispr_screen and genomics_england.,https://platform.opentargets.org/target/ENSG00000165916,https://mygene.info/v3/gene/5702,proteasome complex; P-body; extracellular region; nucleus; nucleoplasm,True,
YOR122C,ENSP00000322170,375189,PFN4,"profilin family, member 4",Complement,,,Complement,Non complement,,Complement,Complement,10231360,ENSG00000176732,OK,OK,163.0,azoospermia (0.097); male infertility with teratozoospermia due to single gene mutation (0.089); spermatogenic failure 78 (0.080),animal_model (2.192),impc (2.192),PFN4 shows the strongest Open Targets disease associations with azoospermia (score 0.097) and male infertility with teratozoospermia due to single gene mutation (score 0.089). Evidence is driven primarily by animal_model. Top contributing sources include impc.,https://platform.opentargets.org/target/ENSG00000176732,https://mygene.info/v3/gene/375189,cytoplasm; cell cortex,True,
YOR143C,ENSP00000353165,27010,TPK1,thiamin pyrophosphokinase 1,Complement,,,,Complement,,Complement,,,ENSG00000196511,OK,OK,157.0,childhood encephalopathy due to thiamine pyrophosphokinase deficiency (0.800); Leigh syndrome (0.387); placenta praevia (0.336),genetic_association (1.996); genetic_literature (1.168),eva (1.488); genomics_england (0.929),TPK1 shows the strongest Open Targets disease associations with childhood encephalopathy due to thiamine pyrophosphokinase deficiency (score 0.800) and Leigh syndrome (score 0.387). Evidence is driven primarily by genetic_association and genetic_literature. Top contributing sources include eva and genomics_england.,https://platform.opentargets.org/target/ENSG00000196511,https://mygene.info/v3/gene/27010,cytosol,True,
YOR149C,ENSP00000413405,80235,PIGZ,"phosphatidylinositol glycan anchor biosynthesis, class Z",Complement,,,,Complement,,Complement,Complement,15208306,ENSG00000119227,OK,OK,33.0,hypotension (0.268); MODY (0.051); maturity-onset diabetes of the young type 3 (0.042),animal_model (0.765); genetic_association (0.440),impc (0.765); gwas_credible_sets (0.440),PIGZ shows the strongest Open Targets disease associations with hypotension (score 0.268) and MODY (score 0.051). Evidence is driven primarily by animal_model and genetic_association. Top contributing sources include impc and gwas_credible_sets.,https://platform.opentargets.org/target/ENSG00000119227,https://mygene.info/v3/gene/80235,endoplasmic reticulum; endoplasmic reticulum membrane,True,
YOR159C,ENSP00000400591,6635,SNRPE,small nuclear ribonucleoprotein polypeptide E,Complement,,,,Complement,,Complement,Complement,DOI: 10.2225/vol10-issue2-fulltext-14,ENSG00000182004,OK,OK,100.0,hypotrichosis simplex (0.667); Alzheimer disease (0.462); Parkinson disease (0.462),affected_pathway (1.520); genetic_association (0.734),crispr_screen (1.520); eva (0.780),SNRPE shows the strongest Open Targets disease associations with hypotrichosis simplex (score 0.667) and Alzheimer disease (score 0.462). Evidence is driven primarily by affected_pathway and genetic_association. Top contributing sources include crispr_screen and eva.,https://platform.opentargets.org/target/ENSG00000182004,https://mygene.info/v3/gene/6635,nucleus; nucleoplasm; spliceosomal complex; U5 snRNP; U7 snRNP,True,
YOR168W,ENSP00000307567,5859,QARS,glutaminyl-tRNA synthetase,Complement,,Complement,,Complement,,Complement,,,ENSG00000172053,OK,OK,61.0,Diffuse cerebral and cerebellar atrophy-intractable seizures-progressive microcephaly syndrome (0.792); diffuse cerebral and cerebellar atrophy - intractable seizures - progressive microcephaly syndrome (0.728); genetic disorder (0.415),genetic_association (2.456); genetic_literature (1.216),eva (2.563); orphanet (1.216),QARS shows the strongest Open Targets disease associations with Diffuse cerebral and cerebellar atrophy-intractable seizures-progressive microcephaly syndrome (score 0.792) and diffuse cerebral and cerebellar atrophy - intractable seizures - progressive microcephaly syndrome (score 0.728). Evidence is driven primarily by genetic_association and genetic_literature. Top contributing sources include eva and orphanet.,https://platform.opentargets.org/target/ENSG00000172053,https://mygene.info/v3/gene/5859,cytoplasm; mitochondrial matrix; cytosol; aminoacyl-tRNA synthetase multienzyme complex; protein-containing complex,True,
YOR176W,ENSP00000372326,2235,FECH,ferrochelatase,Complement,,,,Complement,,Complement,,,ENSG00000066926,OK,OK,499.0,autosomal erythropoietic protoporphyria (0.842); neurodegenerative disease (0.547); erythropoietic protoporphyria (0.468),genetic_literature (1.595); genetic_association (0.932),genomics_england (1.678); uniprot_variants (0.969),FECH shows the strongest Open Targets disease associations with autosomal erythropoietic protoporphyria (score 0.842) and neurodegenerative disease (score 0.547). Evidence is driven primarily by genetic_literature and genetic_association. Top contributing sources include genomics_england and uniprot_variants.,https://platform.opentargets.org/target/ENSG00000066926,https://mygene.info/v3/gene/2235,mitochondrion; mitochondrial inner membrane; mitochondrial matrix; mitochondrial membrane; ATP-binding cassette (ABC) transporter complex,True,
YOR210W,ENSP00000324124,5441,POLR2L,"polymerase (RNA) II (DNA directed) polypeptide L, 7.6kDa",Complement,,Complement,,Complement,Complement,Complement,Complement,7651387,ENSG00000177700,OK,OK,56.0,HIV infection (0.600); influenza (0.370); acrocephalosyndactyly (0.370),affected_pathway (2.203),reactome (2.203),POLR2L shows the strongest Open Targets disease associations with HIV infection (score 0.600) and influenza (score 0.370). Evidence is driven primarily by affected_pathway. Top contributing sources include reactome.,https://platform.opentargets.org/target/ENSG00000177700,https://mygene.info/v3/gene/5441,"DNA-directed RNA polymerase complex; nucleus; nucleoplasm; RNA polymerase II, core complex; RNA polymerase III complex",True,
YOR244W,ENSP00000340330,10524,KAT5,K(lysine) acetyltransferase 5,Complement,,,,Complement,,Complement,,,ENSG00000172977,OK,OK,426.0,"neurodevelopmental disorder with dysmorphic facies, sleep disturbance, and brain abnormalities (0.697); neurodegenerative disease (0.568); cancer (0.542)",affected_pathway (1.791); genetic_association (0.823),crispr_screen (0.925); reactome (0.865),"KAT5 shows the strongest Open Targets disease associations with neurodevelopmental disorder with dysmorphic facies, sleep disturbance, and brain abnormalities (score 0.697) and neurodegenerative disease (score 0.568). Evidence is driven primarily by affected_pathway and genetic_association. Top contributing sources include crispr_screen and reactome.",https://platform.opentargets.org/target/ENSG00000172977,https://mygene.info/v3/gene/10524,histone acetyltransferase complex; kinetochore; chromatin; nucleosome; Swr1 complex,True,
YOR259C,ENSP00000401802,5706,PSMC6,"proteasome (prosome, macropain) 26S subunit, ATPase, 6",Complement,Toxic,Complement,Complement,Complement,Complement,Complement,,,ENSG00000100519,OK,OK,203.0,HIV infection (0.462); severe acute respiratory syndrome (0.370); neurodegenerative disease (0.224),affected_pathway (1.736); literature (0.012),reactome (1.368); crispr_screen (0.368),PSMC6 shows the strongest Open Targets disease associations with HIV infection (score 0.462) and severe acute respiratory syndrome (score 0.370). Evidence is driven primarily by affected_pathway and literature. Top contributing sources include reactome and crispr_screen.,https://platform.opentargets.org/target/ENSG00000100519,https://mygene.info/v3/gene/5706,proteasome complex; nucleus; nucleoplasm; cytoplasm; cytosol,True,
YOR261C,ENSP00000219313,5713,PSMD7,"proteasome (prosome, macropain) 26S subunit, non-ATPase, 7",Complement,,Complement,,Complement,,Complement,,,ENSG00000103035,OK,OK,514.0,HIV infection (0.464); neurodegenerative disease (0.318); viral pneumonia (0.309),affected_pathway (1.282); genetic_association (0.506),reactome (0.760); crispr_screen (0.522),PSMD7 shows the strongest Open Targets disease associations with HIV infection (score 0.464) and neurodegenerative disease (score 0.318). Evidence is driven primarily by affected_pathway and genetic_association. Top contributing sources include reactome and crispr_screen.,https://platform.opentargets.org/target/ENSG00000103035,https://mygene.info/v3/gene/5713,proteasome complex; extracellular region; nucleus; nucleoplasm; cytosol,True,
